Timestamp_us,Elapsed_ms,System_CPU_Percent,Process_CPU_Percent,Process_RSS_KB,Process_VmSize_KB,System_Total_KB,System_Used_KB,System_Free_KB,System_Available_KB,System_Buffers_KB,System_Cached_KB,System_Used_Percent,System_Available_Percent,CtxSwitches
101386520,323,100.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,193
101388708,325,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,194
101390889,328,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,196
101393042,330,50.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,197
101395235,332,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,198
101397444,334,0.00,100.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,199
101399620,336,100.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,200
101401864,339,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,201
101404066,341,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,202
101406257,343,50.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,203
101408439,345,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,204
101410632,347,0.00,100.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,205
101412795,350,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,206
101414971,352,50.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,207
101417207,354,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,208
101419380,356,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,209
101421583,358,100.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,210
101423754,360,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,212
101425997,363,0.00,100.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,213
